188;DIRECTORA DE LINEA DE LA DIRECCION GRAL DE  FORMACION PARA ECOSOCIALISMO
291;JEFE DE DIVISION DE GESTION INTERNA ECOSOCIALISTA
1551;JEFE DE DIVISION DE GESTION INTERNA ANZOATEGUI
2943;DIRECTOR DE LINEA DE CONTROL Y SEGUIMIENTO DE LA GESTION TERRITORIAL
2696;DIRECTOR(A) DE LINEA DE INFORMACION E INVESTIGACION SOBRE DIVERSIDAD BIOLOGICA
28;DIRECTORA GENERAL DE PATRIMONIO FORESTAL
135;Apoyo Profesional I Nivel I
1612;JEFA DE DIVISION DE GESTION ECOSOCIALISTA DEL AMBIENTE LA GUAIRA
1204;DIRECTORA DE LINEA DE ANALISIS Y EVALUACION JURIDICA AMBIENTAL
1246;DIRECTORA DE LINEA DE INGRESO Y DESARROLLO
2894;ADJUNTA A LA DIRECCION GENERAL DE GESTION HUMANA
1356;JEFE DE DIVISIVION DE CONTRATOS
1206;DIRECTORA DE LINEA DE PROCEDIMIENTOS ADMINISTRATIVOS Y JUDICIARIOS
1627;JEFE DE DIVISION DE GESTIÓN ECOSOCIALISTA DEL AMBIENTE MIRANDA
1347;DIRECTOR DE LINEA DE PREVENCIÓN DE AMENAZAS A LA DIVERSIDAD BIOLÓGICA
141;Apoyo Profesional I Nivel VII
2767;DIRECTOR(A) DE LINEA DE DESALINIZACION DEL AGUA
2768;JEFE DE DIVISION DE PREESCOLAR
2769;JEFE DE DIVISION DE ESTRATEGIA COMUNICACIONAL
2770;DIRECTORA DE LINEA DE PARTICIPACION CIUDADANA
2771;DIRECTORA DE LINEA DE PLANIFICACION
2772;DIRECTOR GENERAL DEL DESPACHO
2773;JEFE DE DIVISION DE INNOVACION Y DESARROLLO
2774;DIRECTORA DE LINEA (E) DE RELACIONES PUBLICAS E IMAGEN
2775;COORDINADOR RESIDENCIA COMPROMISO Y RESPONSABILIDAD
2778;DIRECTOR(A) ESTADAL DE ECOSOCIALISMO Y AGUAS EN EL ESTADO AMAZONAS
2779;COORDINADOR DE LA DIVISION DE SEGURIDAD FISICA OPERATIVA
2780;COORDINADOR(A) DE SEGUIMIENTO Y CONTROL ESTADAL CENTRAL DE PROCESOS DE TAQUILLA UNICA SISTRA
2781;COORDINADOR(A) DE SEGUIMIENTO Y CONTROL CENTRAL - CENTRAL DE PROCESOS DE TAQUILLA UNICA SISTRA
2782;COORDINADOR(A) DE PROCESOS DE FORMACION PARA LA PARTICIPACION CIUDADANA
2784;COORDINADOR(A) DE PRENSA
2786;COORDINADOR(A) EN LA COORDINACION DE SEGURIDAD INDUSTRIAL
2787;ADJUNTO AL DESPACHO DEL VICEMINISTRO DE INTEGRAL DE LA BASURA
2788;COORDINADOR(A) EN LA DIVISION DE AUDITORIAS ADMINISTRATIVAS Y FINANCIERA
2789;COORDINADOR(A) EN LA DIVISION DE EXAMEN DE LA CUENTA
2790;JEFE DE DIVISION DE GESTION ECO. DE DESECHOS Y RESIDUOS TACHIRA
2791;JEFE DE DIVISION DE ADMINISTRACION DE CONTRATOS
2793;COORDINADOR(A) DE LOS PROCESOS DE FORMACION DE ATENCION CIUDADANA
2831;JEFE DE DIVISION DE ADQUISICIONES
2833;DIRECTOR GENERAL DE FORMACION PARA EL ECOSOCIALISMO
2835;JEFE DE DIVISION DE MANEJO ECOSOCIALISTA DE DESECHOS Y RESIDUOS FALCON
2829;JEFA DE DIVISION DE GESTION INTERNA YARACUY
2834;COORDINADOR DE AUDIOVISUAL
2837;ADJUNTA AL VICEMINISTRO DE SERVICIO DE GESTION DEL AMBIENTE
2838;COORDINADORA DE ESTRATEGIA COMUNICACIONAL
2839;ADJUNTO(A) A LA DIRECCION GENERAL DE LA OFICINA DE ATENCION CIUDADANA
2840;JEFA DE DIVISION DE GESTION INTERNA ANZOATEGUI
2843;DIRECTOR(A) DE LINEA DE DIVULGACION SOCIALISTA
2845;ADJUNTA A LA OFICINA DE AUDITORA INTERNA
2847;COORINADOR DE SANEAMIENTO Y AGUAS
2866;OPERARIO DE EQUIPO DE TELECOMUNICACIONES
2896;DIRECTOR(A) DE LINEA DE CONTROL DE GESTION
2897;ADJUNTO(A) A LA OFICINA DE PLANIFICACION Y PRESUPUESTO
2900;ADJUNTA A LA DIRECCION GENERAL DEL DESPACHO
2901;COORDINADOR TERRITORIAL
2902;COORDINADOR DE ANALISIS INTEGRAL DE PROCESOS
2907;SUPERVISOR DE SERVICIOS ESPECIALIZADOS
2911;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO CARABOBO
2913;JEFA DE DIVISION DE GESTION INTERNA DELTA AMACURO
2842;JEFA DE DIVISION DE MANEJO ECOSOCIALISTA DE DESECHOS Y RESIDUOS MERIDA
2848;JEFE DE DIVISION DE GESTION INTERNA NUEVA ESPARTA
2914;COORDINADOR DE PROYECTOS DE REMODELACION
2915;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO SUCRE
2916;ADJUNTO(A) A LA OFICINA DE ATENCION CIUDADANA
2918;DIRECTOR(A) DE LINEA DE ASUNTOS INTERNACIONALES
2926;JEFE DE DIVISION DE TELEFONIA Y SOPORTE TECNICO DE INFRAESTRUCTURA
2919;COORINADOR(A) DEL VIVERO SANTA ROSA
2920;DIRECTOR DE LINEA DE BIENES PUBLICOS
2923;JEFE DE DIVISION DE GESTION ECOSOCIALISTA DE DESECHOS Y RESIDUOS LA GUAIRA
2936;JEFE DE DIVISION DE GESTION INTERNA CARABOBO
2927;JEFE DE DIVISION DE RADIO Y COMUNICACION
2929;JEFE DE DIVISION DE GESTION ECO. DE DESECHOS Y RESIDUOS DELTA AMACURO
2930;DIRECTOR DE LINEA (E) DE ZONAS COSTERAS
2931;DIRECTORA DE LINEA
2932;DIRECTOR GENERAL DE ADAPTACION Y MITIGACION DEL CAMBIO CLIMATICO
2933;DIRECTORA GENERAL DE APROVECHAMIENTO DE LA BASURA
2934;DIRECTOR GENERAL DE LA OFICINA DE COORDINACION TERRITORIAL
2935;DIRECTOR DE LINEA DE APROVECHAMIENTO SUSTENTABLE DE LA DIVERSIDAD BIOLOGICA
2938;COORDINADOR DE FORMACION DE LA PARTICIPACION CIUDADANA
2941;DIRECTOR (A) LINEA DE GESTION OPERATIVA
2921;JEFE DE DIVISION DE GESTION INTERNA LA GUAIRA
2937;JEFE DE DIVISION DE DESARROLLO CALIDAD E IMPLEMENTACION
2946;JEFE DE DIVISION DE GESTION INTEGRAL DE LA BASURA TRUJILLO
2947;JEFE DE DIVISION DE GESTION ECOSOCIALISTA DEL AMBIENTE TRUJILLO
2996;ASISTENTE AL MINISTRO
2949;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO INSULAR
2951;DIRECTOR (A) DE LINEA DE ADQUISICIONES Y CONTRATACIONES DE OBRAS Y SERVICIOS
2952;DIRECTOR DE LINEA DEL CENTRO DE DOCUMENTACION Y DIVULGACION
2954;DIRECTOR (A) DE LABORATORIOS AMBIENTALES
2955;DIRECTOR DE LINEA DE CONTROL POSTERIOR
2958;JEFE DE DIVISION DE GESTION ECOSOCIALISTA DE DESECHOS Y RESIDUOS
2959;JEFE DE DIVISION DE APOYO ADMINISTRATIVO
2960;ADJUNTO A LA DIRECCION GENERAL DE PLANIFICACION DE GESTION INTEGRAL PARA EL MANEJO DE LA BASURA
2961;DIRECTOR DE LINEA DE FINANZAS OFICINA DE GESTION ADMINISTRATIVA
2963;ADJUNTO (A) A LA DIRECCIÓN GENERAL DE PATRIMONIO FORESTAL
2990;DIRECTORA DE RELACIONES PÚBLICAS E IMAGEN
2991;DIRECTOR ESTADAL BOLIVAR
2994;JEFE DE DIVISION DE RELACIONES PUBLICAS
2995;DIRECTOR DE LINEA DE COMUNICACION E INFORMACION
2956;JEFA DE DIVISION DE GESTION INTERNA U.T.E.C MERIDA
3000;DIRECTORA DE LINEA DE SECRETARIA
2924;JEFE DE DIVISION DE GESTION INTERNA PORTUGUESA
3501;JEFA DE DIVISION DE ASESORIA LEGAL
3502;JEFE DE DIVISION DE RECLUTAMIENTO Y SELECCION
3503;JEFA DE DIVISION DE GESTION INTEGRAL DE LA BASURA LA GUAIRA
3505;JEFE DE DIVISION EN LA DIRECCION DE FISCALIZACION AMBIENTAL
3506;JEFE DE DIVISION DE LA DIRECCION GENERAL DE APROVECHAMIENTO DE LA BASURA
3550;DIRECTORA DE LINEA DE PERDIDAS Y DANOS POR CAMBIO CLIMATICO
3551;DIRECTOR DE LINEA DE INFRAESTRUCTURA TECNOLOGICA
1463;JEFA DE DIVISION  DE RESERVAS FORESTALES
13;DIRECTORA GENERAL DE LA OFICINA DE ATENCION CIUDADANA
1577;JEFE DE DIVISION DE GESTIÓN ECOSOCIALISTA DEL AMBIENTE CARABOBO
2687;JEFE DE DIVISION DE GESTION INTERNA APURE
2917;JEFA DE DIVISION DE GESTION INTEGRAL DE LA BASURA ARAGUA
1576;JEFA DE DIVISION DE GESTION INTERNA ECOSOCIALISTA CARABOBO
2910;JEFA DE DIVISION DE GESTION INTERNA ARAGUA
1601;JEFA DE DIVISION DE GESTION INTERNA GUARICO
1706;COORDINADOR ADMINISTRATIVO DE TRANSPORTE
1708;COORDINADOR DE SERVICIOS DE CORRESPONDENCIA INSTITUCIONAL
1597;JEFA DE DIVISION DE GESTION ECOSOCIALISTA DEL AMBIENTE FALCON
2631;JEFE DE DIVISION  DE GESTION ECOSOCIALISTA DEL AMBIENTE CARABOBO
2836;JEFA DE DIVISION DE GESTION INTERNA FALCON
2634;JEFA DE DIVISION DE GESTION ECOSOCIALISTA DEL AMBIENTE MERIDA
1642;JEFA DE DIVISIÓN DE GESTIÓN ECOSOCIALISTA DEL AMBIENTE PORTUGUESA
2701;JEFE DE DIVISION DE GESTION ECOSOCIALISTA DEL AMBIENTE PORTUGUESA
1689;COORDINADORA DE EJECUCION Y RENDICION DE PAGOS
1703;COORDINADOR DE INVESTIGACIONES
1723;COORDINADORA PEDAGOGICA
0;Sin Asignación de Cargo
100;Apoyo Administrativo I Nivel I
2846;JEFE DE DIVISION DE MANEJO ECOSOCIALISTA DE DESECHOS Y RESIDUOS BARINAS
2962;JEFA DE DIVISION GESTION ECOSOCIALISTA FALCON
2948;COORDINADORA DE AREA DE SEGUIMIENTO A LA EJECUCION DE LAS UTEC
1732;COORDINADORA DE SEGUIMIENTO Y CONTROL DE TRAMITACIONES
2703;COORDINADOR DE ZOOCRIADERO PATRULLERO DE CHAVEZ EN GUARICO
1750;COORDINADORA DEL REFUGIO DE FAUNA SILVESTRE GUARE - FALCON
1735;COORDINADORA DE MINERIA
676;COORDINADORA
1667;COORDINADOR DEL PROGRAMA NACIONAL DE CONSERVACION DE TORTUGAS MARINAS - LA GUAIRA
1724;COORDINADORA DE PRESUPUESTO
1720;COORDINADOR DE ESTRATEGIA COMUNICACIONAL
1747;COORDINADOR DE ZOOCRIADERO PATRULLERO DE CHAVEZ - GUARICO
1456;JEFE DE DIVISION DE CONTROL PREVIO AMBIENTAL
267;JEFA DE DIVISION DE LA DIRECCION DE LINEA DE PROYECTOS
1621;JEFE DE DIVISION DE GESTION INTERNA MERIDA
136;Apoyo Profesional I Nivel II
1469;JEFA DE DIVISION DE APOYO ADMINISTRATIVO
1425;JEFE DE DIVISION DE CLASIFICACION Y REMUNERACION
1350;DIRECTOR DE LINEA DE CENTRO NACIONAL DE CONSERVACION DE RECURSOS GENETICOS
1248;JEFE DE DIVISION  DE CONTROL Y GESTION PRESUPUESTARIA
1700;COORDINADORA DE VEHICULOS
1257;DIRECTOR DE LINEA DE LA OFICINA DE COORDINACION TERRITORIAL
1451;JEFE DE DIVISION DE FISCALIZACIÓN AMBIENTAL
263;JEFE DE DIVISION (E) DE DESARROLLO Y PASANTIAS
2940;COORDINADOR (A) ATENCION DE ASUNTOS ADMINISTRATIVOS
2945;COORDINADORA DE ACOMPANAMIENTO EN LA ARTICULACION CON EL PODER POPULAR
26;DIRECTOR GENERAL DE FISCALIZACION Y CONTROL DE IMPACTOS AMBIENTALES
14;DIRECTORA GENERAL DE LA OFICINA DE PLANIFICACION Y PRESUPUESTO
15;DIRECTORA GENERAL DE LA OFICINA DE GESTION ADMINISTRATIVA
16;DIRECTOR GENERAL DE LA OFICINA DE INTEGRACION Y ASUNTOS INTERNACIONALES
17;DIRECTORA DE LA OFICINA ESTRATEGICA DE SEGUIMIENTO Y EVALUACION DE POLITICAS PUBLICAS
18;AUDITOR GENERAL (E) DE LA OFICINA DE AUDITORIA INTERNA
20;DIRECTORA GENERAL DE LA OFICINA DE GESTION HUMANA
21;DIRECTOR GENERAL DE LA OFICINA DE TECNOLOGIA DE LA INFORMACION Y LA COMUNICACION
25;VICEMINISTRO DE SERVICIOS DE GESTION DEL AMBIENTE
27;DIRECCION GENERAL DE POLITICAS DE GESTION Y CONSERVACION DE ECOSISTEMAS
32;VICEMINISTRO DE GESTION INTEGRAL DE LA BASURA
33;DIRECTOR GENERAL (E) DE PLANIFICACION DE GESTION INTEGRAL PARA EL MANEJO DE LA BASURA
34;DIRECTOR GENERAL DE INFRAESTRUCTURA DE LA BASURA
2628;JEFE DE DIVISION DE GESTION ECOSOCIALISTA DEL AMBIENTE GUARICO
36;DIRECTOR GENERAL DE GESTION DE LA CALIDAD DEL AMBIENTE
1429;JEFE DE DIVISION DE HCM
2642;DIRECTOR DE LINEA DE FISCALIZACION AMBIENTAL
1266;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO DELTA AMACURO
1673;COORDINADOR(A) ESTADAL DE LAS BRIGADAS CONTRA EL CAMBIO CLIMATICO UTEC MERIDA
1672;COORDINADOR(A) ESTADAL DE LAS BRIGADAS CONTRA EL CAMBIO CLIMATICO UTEC LA GUAIRA
1671;COORDINADOR(A) ESTADAL DE LAS BRIGADAS CONTRA EL CAMBIO CLIMATICO UTEC LARA
1670;COORDINADOR(A) ESTADAL DE LAS BRIGADAS CONTRA EL CAMBIO CLIMATICO UTEC AMAZONAS
1657;COORDINADOR(A) ESTADAL DE LAS BRIGADAS CONTRA EL CAMBIO CLIMATICO UTEC ANZOATEGUI
1655;COORDINADOR(A) ESTADAL DE LAS BRIGADAS CONTRA EL CAMBIO CLIMATICO UTEC MONAGAS
1421;JEFE DE DIVISION DE GESTIÓN DE VACACIONES DEL PERSONAL
1415;JEFE DE DIVISION DE JUBILACIONES Y PENSIONES 
41;DIRECTOR GENERAL DE MITIGACIÓN AL CAMBIO CLIMÁTICO
1811;SUPERVISOR DE SEGURIDAD
1730;COORDINADOR DE ALMACEN
1201;DIRECTOR DE LINEA DE GESTION OPERATIVA
2777;ADJUNTA AL DIRECTOR GENERAL DE PLANIFICACION Y PRESUPUESTO
1589;JEFE DIVISION DE GESTIÓN ECOSOCIALISTA DE UTEC DISTRITO CAPITAL
1710;DIRECTOR DE LINEA DE GESTION ENERGETICA
1236;DIRECTOR DE LINEA DE DETERMINACIÓN DE RESPONSABILIDADES
1659;COORDINADOR(A) ESTADAL DE LAS BRIGADAS CONTRA EL CAMBIO CLIMATICO UTEC TRUJILLO
1588;JEFE DIVISION DE GESTION ECOSOCIALISTA DEL AMBIENTE DELTA AMACURO
2730;JEFE DE DIVISION DE GESTION INTEGRAL DE MANEJO Y RESIDUOS DE DESECHOS SOLIDOS
247;JEFE DE DIVISION DE LA DIRECCION GENERAL DE FISCALIZACION Y CONTROL DE IMPACTOS AMBIENTALES
1224;COORDINADOR DE ENAJENACION DE BIENES
1223;COORDINADOR DE CONTRATACIONES DE OBRAS Y SERVICIOS
1262;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO BARINAS
155;Apoyo Profesional III Nivel VII
2624;ADJUNTO AL VICEMINISTRO PARA LA PRESERVACION DE LA VIDA Y LA BIODIVERSIDAD
2967;COORDINADOR DE TALLER Y LOGISTICA
1282;JEFE DE DIVISION DE GESTION INTEGRAL DE LA BASURA CARABOBO
2942;COORDINADORA (E) DE ARTICULACION INSTITUCIONAL
2966;COORDINADOR(A) ESTADAL DE LAS BRIGADAS CONTRA EL CAMBIO CLIMATICO UTEC DISTRITO CAPITAL
2965;COORDINADOR(A) ESTADAL DE LAS BRIGADAS CONTRA EL CAMBIO CLIMATICO UTEC CARABOBO
39;VICEMINISTRO PARA LA PRESERVACION DE LA VIDA Y LA BIODIVERSIDAD
2998;JEFA DE DIVISION DE SEGURO SOCIAL
134;Apoyo Tecnico II Nivel VII
1247;JEFE DE DIVISION DE PLANIFICACION DE GESTION HUMANA
2647;COORDINADOR
1587;JEFE DE DIVISION DE GESTIÓN INTEGRAL DE LA BASURA DELTA AMACURO
19;DIRECTOR GENERAL DE LA OFICINA DE GESTION COMUNICACIONAL
2616;DIRECTOR DE LINEA DE BIENESTAR SOCIAL
227;JEFE DE DIVISION DE PLANES, PROGRAMAS Y PROYECTOS
1719;COORDINADOR DE AUDIOVISUALES
387;JEFE DE DIVISION DE POTESTAD DE INVEST ASESORIA LEGAL
3050;COORDINADOR DE AREA
3051;COORDINADORA DE AREA
493;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO TRUJILLO
678;DIRECTOR DE LINEA
2882;SUPERVISOR DE SERVICIOS ESPECIALIZADO
103;JEFE DE DIVISION DE GESTION INTEGRAL DE LA BASURA
1306;DIRECTOR DE LINEA DE EVALUACIÓN Y SEGUIMIENTO DEL MANEJO DE LA BASURA
554;PROFESIONAL III
537;PROFESIONAL I
260;JEFE DE DIVISION
1636;JEFA DE DIVISIÓN DE GESTION INTERNA NUEVA ESPARTA
1419;JEFE DE DIVISION DE NOMINA Y ORDENACION DE PAGOS NO SALARIALES
40;DIRECTORA GENERAL DE ADAPTACION AL CAMBIO CLIMÁTICO
43;DIRECTOR GENERAL DE MONITOREO AL CAMBIO CLIMATICO
44;DIRECTOR GENERAL DE BIODIVERSIDAD BIOLOGICA
171;DIRECTORA GENERAL DE LA OFICINA DE CONSULTORIA JURIDICA
200;DIRECTOR GENERAL ( E ) DE PLANIFICACION DE GESTION INTEGRAL PARA EL MANEJO DE LA BASURA
203;DIRECTOR GENERAL DE APROVECHAMIENTO DE LA BASURA
221;DIRECTOR DE LINEA DE GESTION DE RESIDUOS APROVECHABLES
229;JEFE DE DIVISION DE INSPECCION, SUPERVISION Y CONTROL
230;DIRECTOR DE LINEA DE REGISTRO Y SISTEMATIZACION DE INFORMACION PARA EL MANEJO DE LA BASURA
234;DIRECTOR DE LINEA DE PROYECTOS Y COSTOS
490;DIRECTORA DE UNIDAD TERRITORIAL DE ECOSOCIALISMO PORTUGUESA
680;DIRECTOR DE LINEA (E) DE SISTEMA
1200;ADJUNTO AL DIRECTOR DEL DESPACHO
220;DIRECTOR DE LINEA DE PLANES, PROGRAMAS Y PROYECTOS
228;JEFE DE DIVISION DE GESTION DE RESIDUOS APROVECHABLES
42;DIRECTOR GENERAL DE POLITICAS PARA EL FORTALECIMIENTO Y DEFENSA DE LA BIODIVERSIDAD
82;VICEMINISTRO DE PRESERVACION DE LA VIDA Y LA BIODIVERSIDAD
231;DIRECTOR DE LINEA DE EVALUACION Y SEGUIMIENTO DEL MANEJO DE LA BASURA
1218;DIRECTOR DE LINEA DE SERVICIOS FINANCIEROS
1219;DIRECTOR DE LINEA DE ADQUISICIONES Y CONTRATACIONES DE OBRAS Y SERVICIOS
1221;DIRECTOR DE LINEA DE SEGURIDAD
266;JEFA DE DIVISION DE LA DIRECCION DE LINEA DE POLITICAS Y NORMAS PARA LA GESTION DEL MANEJO DE LA BAS
1222;DIRECTOR DE LINEA DE SERVICIOS GENERALES Y TRANSPORTE
10;MINISTRO
1226;DIRECTORA DE LINEA DE COOPERACIÓN INTERNACIONAL
1227;DIRECTORA DE LINEA DIRECCIÓN DE ASUNTOS INTERNACIONALES
1230;DIRECTORA DE LINEA DE EVALUACIÓN DE POLÍTICAS PÚBLICAS
1231;DIRECTOR DE LINEA DE ANÁLISIS ESTADÍSTICO
1232;DIRECTORA DE LINEA DE ARTICULACIÓN Y ACOMPAÑAMIENTO
1234;DIRECTORA DE LINEA ADJUNTA A LA OFICINA DE AUDITORIA INTERNA
1235;DIRECTORA DE LINEA DE CONTROL POSTERIOR
1239;DIRECTOR DE LINEA DE COMUNICACIÓN E INFORMACIÓN
1240;DIRECTORA DE LINEA DE RELACIONES PÚBLICAS E IMAGEN
1244;DIRECTORA DE LINEA DE NOMINA Y ORDENACIÓN DE PAGOS
1242;DIRECTORA DE LINEA ADJUNTA A LA OFICINA DE GESTION HUMANA
1203;DIRECTORA ADJUNTA A LA OFICINA DE CONSULTORIA JURIDICA
1205;DIRECTOR DE LINEA DE CONTRATOS Y RECLAMACIONES ADMINISTRATIVAS
1210;DIRECTOR DE LINEA DE PARTICIPACION CIUDADANA
1220;DIRECTOR DE LINEA DE BIENES PÚBLICOS
1249;DIRECTOR ADJUNTO DE LA OFICINA DE TECNOLOGIAS DE LA INFORMACION Y LA COMUNICACION
1250;DIRECTOR DE LINEA DE SISTEMAS
1258;DIRECTORA DE UNIDAD TERRITORIAL DE ECOSOCIALISMO AMAZONAS
1259;DIRECTORA DE UNIDAD TERRITORIAL DE ECOSOCIALISMO ANZOÁTEGUI
1260;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO APURE
1261;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO ARAGUA
1263;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO BOLÍVAR
1267;DIRECTORA DE UNIDAD TERRITORIAL DE ECOSOCIALISMO DTTO CAPITAL
1268;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO FALCÓN
1271;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO LA GUAIRA
1272;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO LARA
1274;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO MIRANDA
1275;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO MONAGAS
1245;DIRECTOR DE LINEA DE SEGUIMIENTO DE GESTIÓN HUMANA DEL MINISTERIO Y SUS ENTES
1269;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO GUARICO
1265;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO COJEDES
1281;DIRECTORA DE UNIDAD TERRITORIAL DE ECOSOCIALISMO YARACUY
1285;DIRECTORA DE LINEA DE CONTROL Y SUPERVISIÓN DE IMPACTOS AMBIENTALES
1294;DIRECTORA DE LINEA DE MANEJO DE PATRIMONIO FORESTAL
1305;DIRECTOR DE LINEA DE REGISTRO Y SISTEMATIZACIÓN DE INFORMACIÓN PARA EL MANEJO DE LA BASURA
1312;DIRECTOR DE LINEA DE CONTROL DE OPERACIONES
1316;DIRECTOR DE LINEA DE GESTIÓN DE RESIDUOS APROVECHABLES
1317;DIRECTORA DE LINEA DE INSPECCIÓN, SUPERVISIÓN Y CONTROL
1276;DIRECTORA DE UNIDAD TERRITORIAL DE ECOSOCIALISMO NUEVA ESPARTA
1273;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO MERIDA
1362;JEFE DE DIVISION DE TRABAJO DE GESTIÓN DE CASOS SOCIALES
1364;JEFE DE DIVISIVION DE TRABAJO DE FORTALECIMIENTO DE LA PARTICIPACIÓN CIUDADANA
1280;DIRECTORA DE UNIDAD TERRITORIAL DE ECOSOCIALISMO TRUJILLO
1310;DIRECTOR DE LINEA DE PROYECTOS
1307;DIRECTORA DE LINEA DE POLITICAS  NORMAS PARA LA GESTION DEL MANEJO DE LA BASURA
1279;DIRECTOR DE UNIDAD TERRITORIAL DE ECOSOCIALISMO TÁCHIRA
1414;JEFE DE DIVISION DE BENEFICIOS, CULTURA Y DEPORTE
1418;JEFE DE DIVISION COORDINADORA PEDAGOGICA
1420;JEFE DE DIVISION DE PRESTACIONES SOCIALES
1428;JEFE DE DIVISION DE SERVICIO DE ATENCIÓN PRIMARIA Y PRE-HOSPITALARIA
1465;JEFE DE DIVISION DE SUPERVISIÓN FORESTAL
1474;JEFE DE DIVISION DE CENTRO DE DOCUMENTACIÓN Y PROMOCIÓN AMBIENTAL
1417;JEFE DE DIVISION DE TRABAJO SOCIAL
1485;JEFE DE DIVISION DE LA DIRECCION DE LINEA DE PROYECTOS
1447;JEFE DE DIVISION DE PROTECCIÓN CONTRA INCENDIOS FORESTALES
1411;JEFE DE DIVISION DE RELACIONES PÚBLICAS
1386;JEFE DE DIVISIVION DE MANTENIMIENTO
1412;JEFE DE DIVISION DE TRABAJO DE DISEÑO GRAFICO
1424;JEFE DE DIVISION DE CAPTACION E INGRESOS
1427;JEFE DE DIVISION DE ARCHIVO DE PERSONAL
1501;COORDINADOR DE LA UNIDAD DE PATRIMONIO FORESTAL LARA
1502;COORDINADORA DE GESTION ECOSOCIALISTA DEL AMBIENTE LARA
1503;COORDINADORA DE MANEJO INTEGRAL DE DESECHOS Y RESIDUOS LARA
1598;JEFE DE DIVISION DE GESTIÓN INTEGRAL DE LA BASURA FALCON
1613;JEFA DE DIVISION DE GESTIÓN INTEGRAL DE LA BASURA LA GUAIRA
1616;JEFE DE DIVISIÓN DE GESTION INTERNA LARA
1591;JEFE DE DIVISION DE GESTION INTERNA DISTRITO CAPITAL
1611;JEFA DE DIVISION DE GESTION INTERNA LA GUAIRA
1617;DIRECTORA GENERAL DE PLANIFICACION Y PRESUPUESTO
1702;JEFE DE DIVISION DE GESTION INTERNA BOLIVAR
